sales_agent,product,account,deal_stage,engage_date,close_date,close_value
Cecily Lampkin,MG Advanced,Genco Pura Olive Oil Company,Lost,1/4/2017,3/20/2017,0
Kary Hendrixson,GTX Basic,Faxquote,Won,1/4/2017,3/16/2017,586
Marty Freudenburg,GTXPro,Treequote,Won,1/4/2017,5/5/2017,4667
Vicki Laflamme,GTX Plus Basic,Hottechi,Won,1/4/2017,3/28/2017,880
Vicki Laflamme,MG Advanced,Plexzap,Won,1/4/2017,3/12/2017,3676
Anna Snelling,MG Advanced,Funholding,Lost,1/5/2017,3/25/2017,0
Darcel Schlecht,GTXPro,Treequote,Lost,1/5/2017,3/9/2017,0
Garret Kinder,GTX Plus Basic,Opentech,Lost,1/5/2017,3/26/2017,0
Jonathan Berthelot,GTXPro,Treequote,Won,1/5/2017,3/19/2017,4716
Kary Hendrixson,GTX Basic,Blackzim,Lost,1/5/2017,3/30/2017,0
Vicki Laflamme,GTXPro,Goodsilron,Won,1/5/2017,3/23/2017,4211
Anna Snelling,MG Advanced,Funholding,Lost,1/6/2017,3/21/2017,0
Darcel Schlecht,GTXPro,Codehow,Lost,1/6/2017,3/18/2017,0
Darcel Schlecht,MG Special,Toughzap,Won,1/6/2017,3/17/2017,56
Gladys Colclough,MG Special,Rundofase,Lost,1/6/2017,3/23/2017,0
Gladys Colclough,MG Special,Funholding,Won,1/6/2017,3/23/2017,44
Kary Hendrixson,GTX Basic,Konex,Won,1/6/2017,3/27/2017,532
Lajuana Vencill,GTX Basic,Treequote,Lost,1/6/2017,5/10/2017,0
Lajuana Vencill,GTX Basic,Zumgoity,Lost,1/6/2017,3/20/2017,0
Reed Clapper,GTXPro,Kinnamplus,Lost,1/6/2017,3/17/2017,0
Versie Hillebrand,GTX Basic,Domzoom,Lost,1/6/2017,3/24/2017,0
Anna Snelling,GTX Basic,Isdom,Won,1/7/2017,3/8/2017,622
Cecily Lampkin,GTX Plus Pro,Cancity,Lost,1/7/2017,3/5/2017,0
Corliss Cosme,GTX Plus Basic,Xx-zobam,Won,1/7/2017,3/16/2017,1257
Maureen Marcano,GTX Plus Basic,Lexiqvolax,Won,1/7/2017,3/25/2017,1135
Zane Levy,MG Advanced,Hottechi,Lost,1/7/2017,3/28/2017,0
Zane Levy,GTXPro,Newex,Won,1/7/2017,3/14/2017,4313
Anna Snelling,GTX Plus Pro,dambase,Won,1/8/2017,3/18/2017,5210
Lajuana Vencill,MG Special,Ron-tech,Won,1/8/2017,3/27/2017,47
Markita Hansen,MG Advanced,Konex,Won,1/8/2017,3/22/2017,3220
Rosie Papadopoulos,MG Special,Donware,Won,1/8/2017,3/26/2017,47
Violet Mclelland,MG Special,Yearin,Won,1/8/2017,3/25/2017,63
Anna Snelling,MG Special,Betatech,Won,1/9/2017,3/15/2017,56
Anna Snelling,MG Special,Rundofase,Won,1/9/2017,3/1/2017,65
Boris Faz,GTX Plus Pro,Donquadtech,Won,1/9/2017,3/19/2017,5743
Cassey Cress,MG Special,Mathtouch,Won,1/9/2017,3/3/2017,53
Corliss Cosme,GTX Plus Pro,Betasoloin,Won,1/9/2017,3/30/2017,4974
Donn Cantrell,MG Advanced,Ontomedia,Won,1/9/2017,3/25/2017,3892
Garret Kinder,GTXPro,Betasoloin,Won,1/9/2017,3/21/2017,3822
Jonathan Berthelot,GTX Basic,Inity,Won,1/9/2017,3/2/2017,504
Rosalina Dieter,MG Advanced,Xx-holding,Won,1/9/2017,3/29/2017,3145
Vicki Laflamme,GTX Basic,Finjob,Won,1/9/2017,3/27/2017,564
Zane Levy,GTX Plus Basic,Fasehatice,Won,1/9/2017,3/14/2017,1117
Anna Snelling,MG Special,Inity,Won,1/10/2017,3/26/2017,59
Darcel Schlecht,MG Special,Finhigh,Won,1/10/2017,3/28/2017,52
Donn Cantrell,GTXPro,Kan-code,Won,1/10/2017,3/24/2017,4694
Kami Bicknell,GTXPro,Plusstrip,Won,1/10/2017,3/6/2017,5620
Kary Hendrixson,GTX Plus Basic,Singletechno,Won,1/10/2017,3/8/2017,1095
Lajuana Vencill,GTX Basic,Conecom,Lost,1/10/2017,5/2/2017,0
Lajuana Vencill,GTX Basic,Ron-tech,Won,1/10/2017,3/30/2017,489
Markita Hansen,GTX Plus Pro,Golddex,Won,1/10/2017,3/16/2017,5908
Markita Hansen,MG Advanced,Xx-holding,Won,1/10/2017,3/11/2017,3820
Maureen Marcano,GTX Plus Basic,Hottechi,Lost,1/10/2017,3/12/2017,0
Vicki Laflamme,GTX Basic,Rantouch,Won,1/10/2017,3/20/2017,581
Darcel Schlecht,GTX Plus Pro,Funholding,Lost,1/11/2017,3/10/2017,0
Jonathan Berthelot,GTX Basic,Gogozoom,Won,1/11/2017,3/28/2017,585
Kami Bicknell,GTX Basic,Nam-zim,Won,1/11/2017,5/6/2017,572
Lajuana Vencill,MG Advanced,Zumgoity,Won,1/11/2017,3/12/2017,3669
Markita Hansen,GTX Plus Basic,Golddex,Won,1/11/2017,3/16/2017,1091
Marty Freudenburg,GTX Plus Basic,Rangreen,Lost,1/11/2017,3/31/2017,0
Reed Clapper,GTXPro,Donquadtech,Won,1/11/2017,3/17/2017,4905
Corliss Cosme,GTX Basic,Vehement Capital Partners,Won,1/12/2017,3/10/2017,540
Gladys Colclough,MG Special,Zumgoity,Won,1/12/2017,3/20/2017,49
Jonathan Berthelot,GTX Basic,Globex Corporation,Won,1/12/2017,5/17/2017,513
Lajuana Vencill,MG Special,Gogozoom,Won,1/12/2017,3/30/2017,54
Violet Mclelland,MG Special,Yearin,Won,1/12/2017,3/23/2017,56
Anna Snelling,MG Special,Konmatfix,Won,1/13/2017,3/16/2017,58
Anna Snelling,MG Special,Treequote,Won,1/13/2017,3/27/2017,58
Kami Bicknell,GTXPro,Nam-zim,Won,1/13/2017,3/21/2017,4453
Kary Hendrixson,MG Special,Plusstrip,Lost,1/13/2017,5/8/2017,0
Kary Hendrixson,GTX Basic,Nam-zim,Won,1/13/2017,3/14/2017,619
Maureen Marcano,GTX Plus Pro,Xx-holding,Won,1/13/2017,5/14/2017,5163
Maureen Marcano,GTXPro,Green-Plus,Won,1/13/2017,3/25/2017,4071
Reed Clapper,MG Special,Donquadtech,Won,1/13/2017,5/8/2017,56
Violet Mclelland,MG Advanced,Sumace,Lost,1/13/2017,3/31/2017,0
Donn Cantrell,GTXPro,Zotware,Won,1/14/2017,3/29/2017,4375
Kami Bicknell,GTX Basic,Golddex,Won,1/14/2017,3/28/2017,610
Vicki Laflamme,MG Advanced,Hatfan,Lost,1/14/2017,5/5/2017,0
Vicki Laflamme,GTXPro,Xx-holding,Won,1/14/2017,3/17/2017,4554
Wilburn Farren,MG Advanced,Konex,Won,1/14/2017,5/18/2017,2880
Corliss Cosme,GTX Plus Basic,Initech,Lost,1/15/2017,5/2/2017,0
Markita Hansen,MG Special,Scotfind,Won,1/15/2017,5/18/2017,60
Maureen Marcano,GTX Basic,Condax,Won,1/15/2017,3/21/2017,688
Maureen Marcano,GTX Plus Pro,Goodsilron,Won,1/15/2017,3/22/2017,6142
Maureen Marcano,GTXPro,Green-Plus,Won,1/15/2017,3/31/2017,4939
Niesha Huffines,GTX Plus Pro,Warephase,Won,1/15/2017,5/15/2017,6270
Wilburn Farren,MG Advanced,Acme Corporation,Won,1/15/2017,3/29/2017,3833
Daniell Hammack,GTX Plus Basic,Bubba Gump,Lost,1/16/2017,3/28/2017,0
Moses Frase,MG Special,Hottechi,Won,1/16/2017,6/2/2017,57
Versie Hillebrand,MG Special,Cancity,Won,1/16/2017,3/17/2017,47
Violet Mclelland,MG Special,Donware,Lost,1/16/2017,3/13/2017,0
Daniell Hammack,MG Advanced,Plussunin,Lost,1/17/2017,3/19/2017,0
Gladys Colclough,MG Special,Inity,Won,1/17/2017,5/4/2017,57
Jonathan Berthelot,MG Advanced,Genco Pura Olive Oil Company,Won,1/17/2017,3/14/2017,3257
Kami Bicknell,GTX Basic,Sunnamplex,Won,1/17/2017,5/8/2017,511
Kami Bicknell,GTX Basic,Y-corporation,Won,1/17/2017,3/14/2017,607
Markita Hansen,GTX Plus Pro,Cheers,Won,1/17/2017,3/29/2017,5120
Niesha Huffines,GTX Plus Basic,Hottechi,Won,1/17/2017,3/23/2017,1343
Niesha Huffines,MG Special,Rundofase,Won,1/17/2017,5/14/2017,55
Vicki Laflamme,MG Special,Faxquote,Won,1/17/2017,3/30/2017,49
Boris Faz,GTX Basic,The New York Inquirer,Lost,1/18/2017,3/29/2017,0
Garret Kinder,GTXPro,Zotware,Won,1/18/2017,6/4/2017,4426
James Ascencio,GTX Plus Pro,Groovestreet,Won,1/18/2017,5/3/2017,5264
Jonathan Berthelot,GTXPro,Conecom,Lost,1/18/2017,5/20/2017,0
Moses Frase,MG Special,Dontechi,Won,1/18/2017,3/29/2017,59
Garret Kinder,GTX Basic,Opentech,Won,1/19/2017,3/30/2017,617
Gladys Colclough,GTX Basic,Codehow,Won,1/19/2017,6/4/2017,565
James Ascencio,GTX Basic,Sonron,Won,1/19/2017,3/1/2017,511
Kami Bicknell,GTX Plus Basic,Rantouch,Lost,1/19/2017,5/8/2017,0
Kary Hendrixson,MG Special,Faxquote,Won,1/19/2017,3/30/2017,60
Kary Hendrixson,MG Advanced,Plexzap,Won,1/19/2017,3/29/2017,3407
Kary Hendrixson,MG Advanced,Xx-holding,Won,1/19/2017,3/28/2017,3273
Markita Hansen,GTX Plus Basic,Y-corporation,Lost,1/19/2017,3/26/2017,0
Markita Hansen,MG Special,Sunnamplex,Lost,1/19/2017,5/5/2017,0
Moses Frase,MG Advanced,Gogozoom,Won,1/19/2017,5/1/2017,3363
Vicki Laflamme,GTX Basic,Xx-holding,Won,1/19/2017,3/31/2017,365
Zane Levy,GTX Plus Pro,Lexiqvolax,Won,1/19/2017,3/18/2017,4869
Corliss Cosme,GTX Basic,Ontomedia,Won,1/20/2017,6/6/2017,599
Daniell Hammack,MG Advanced,Konex,Won,1/20/2017,5/20/2017,3194
Garret Kinder,GTX Plus Pro,Condax,Won,1/20/2017,6/5/2017,5429
Jonathan Berthelot,GTXPro,Hottechi,Won,1/20/2017,5/5/2017,5008
Jonathan Berthelot,MG Advanced,Domzoom,Won,1/20/2017,3/28/2017,3459
Kary Hendrixson,GTXPro,Xx-holding,Lost,1/20/2017,5/25/2017,0
Kary Hendrixson,GTXPro,Hottechi,Won,1/20/2017,3/7/2017,4559
Kary Hendrixson,GTXPro,Labdrill,Won,1/20/2017,3/28/2017,4221
Lajuana Vencill,MG Advanced,Warephase,Lost,1/20/2017,3/11/2017,0
Lajuana Vencill,MG Special,Domzoom,Won,1/20/2017,3/6/2017,56
Markita Hansen,GTXPro,Nam-zim,Won,1/20/2017,5/3/2017,5508
Moses Frase,GTX Plus Basic,Codehow,Lost,1/20/2017,3/24/2017,0
Zane Levy,GTX Basic,Lexiqvolax,Lost,1/20/2017,3/20/2017,0
Anna Snelling,MG Advanced,Cancity,Lost,1/21/2017,3/9/2017,0
Darcel Schlecht,GTX Basic,Ron-tech,Won,1/21/2017,3/19/2017,657
Kami Bicknell,GTXPro,J-Texon,Lost,1/21/2017,5/5/2017,0
Lajuana Vencill,GTX Basic,Scottech,Won,1/21/2017,3/25/2017,638
Marty Freudenburg,MG Special,Betatech,Won,1/21/2017,6/6/2017,41
Rosie Papadopoulos,GTX Plus Pro,Initech,Won,1/21/2017,5/7/2017,5582
Versie Hillebrand,MG Special,Konmatfix,Won,1/21/2017,5/20/2017,60
Zane Levy,GTX Plus Basic,Y-corporation,Won,1/21/2017,5/3/2017,1036
Darcel Schlecht,GTX Plus Basic,Funholding,Won,1/22/2017,5/12/2017,943
Elease Gluck,GTX Basic,Kan-code,Won,1/22/2017,6/7/2017,581
Jonathan Berthelot,MG Special,Codehow,Lost,1/22/2017,5/15/2017,0
Moses Frase,GTX Basic,Toughzap,Won,1/22/2017,5/7/2017,538
Reed Clapper,GTX Plus Basic,Donquadtech,Won,1/22/2017,3/28/2017,1100
Anna Snelling,MG Advanced,Inity,Lost,1/23/2017,5/5/2017,0
Cecily Lampkin,MG Advanced,Finhigh,Lost,1/23/2017,5/28/2017,0
Jonathan Berthelot,GTX Plus Basic,Hottechi,Won,1/23/2017,5/17/2017,1039
Lajuana Vencill,MG Special,dambase,Lost,1/23/2017,5/11/2017,0
Reed Clapper,GTX Plus Basic,Umbrella Corporation,Won,1/23/2017,5/10/2017,1076
Rosalina Dieter,MG Special,Konex,Lost,1/23/2017,5/6/2017,0
Rosalina Dieter,MG Special,Rantouch,Lost,1/23/2017,5/23/2017,0
Versie Hillebrand,MG Special,Rundofase,Won,1/23/2017,3/16/2017,53
Versie Hillebrand,MG Advanced,Statholdings,Won,1/23/2017,3/23/2017,3046
Violet Mclelland,MG Special,Acme Corporation,Lost,1/23/2017,5/6/2017,0
Zane Levy,GTX Basic,Scotfind,Lost,1/23/2017,3/30/2017,0
Daniell Hammack,GTXPro,Kan-code,Won,1/24/2017,3/31/2017,5140
Darcel Schlecht,GTX Plus Basic,Warephase,Won,1/24/2017,5/17/2017,1067
Cassey Cress,GTXPro,Opentech,Lost,1/25/2017,5/29/2017,0
Daniell Hammack,GTX Plus Basic,Zathunicon,Won,1/25/2017,3/21/2017,1065
Kary Hendrixson,GTX Basic,Lexiqvolax,Won,1/25/2017,5/6/2017,481
Markita Hansen,GTX Basic,J-Texon,Lost,1/25/2017,5/22/2017,0
Maureen Marcano,GTX Basic,Dalttechnology,Won,1/25/2017,3/6/2017,499
Reed Clapper,GTXPro,Acme Corporation,Lost,1/25/2017,5/7/2017,0
Rosie Papadopoulos,MG Special,Bioplex,Won,1/25/2017,3/8/2017,59
Vicki Laflamme,MG Special,Hottechi,Lost,1/25/2017,5/1/2017,0
Violet Mclelland,MG Special,Initech,Won,1/25/2017,5/9/2017,45
Zane Levy,GTXPro,Sonron,Won,1/25/2017,5/14/2017,5743
Cassey Cress,GTX Plus Pro,Vehement Capital Partners,Won,1/26/2017,5/13/2017,6117
Darcel Schlecht,GTXPro,Domzoom,Lost,1/26/2017,5/26/2017,0
Donn Cantrell,GTX Plus Basic,The New York Inquirer,Won,1/26/2017,3/19/2017,1158
Garret Kinder,MG Special,Kinnamplus,Won,1/26/2017,5/22/2017,59
Kami Bicknell,GTX Plus Basic,Dalttechnology,Lost,1/26/2017,5/24/2017,0
Maureen Marcano,MG Advanced,Xx-holding,Won,1/26/2017,3/24/2017,3106
Rosalina Dieter,MG Advanced,Newex,Won,1/26/2017,3/19/2017,2982
Zane Levy,GTX Plus Pro,Hottechi,Won,1/26/2017,3/16/2017,6101
Anna Snelling,GTX Plus Pro,Treequote,Won,1/27/2017,5/8/2017,5883
Corliss Cosme,GTX Plus Pro,Xx-zobam,Won,1/27/2017,5/22/2017,5051
Darcel Schlecht,GTX Plus Basic,Statholdings,Won,1/27/2017,5/11/2017,1155
Garret Kinder,GTX Basic,Bluth Company,Lost,1/27/2017,5/10/2017,0
James Ascencio,GTX Plus Pro,Cheers,Won,1/27/2017,3/6/2017,5616
James Ascencio,GTX Plus Pro,Golddex,Won,1/27/2017,6/6/2017,5116
Kary Hendrixson,GTX Plus Basic,Condax,Won,1/27/2017,3/30/2017,1136
Anna Snelling,GTX Plus Basic,Finhigh,Won,1/28/2017,6/1/2017,1216
Anna Snelling,GTX Plus Basic,Hottechi,Won,1/28/2017,5/2/2017,1089
Cassey Cress,MG Advanced,Condax,Won,1/28/2017,6/4/2017,3908
Darcel Schlecht,GTXPro,Dontechi,Lost,1/28/2017,5/27/2017,0
Darcel Schlecht,GTXPro,Finhigh,Lost,1/28/2017,5/18/2017,0
Darcel Schlecht,MG Advanced,Streethex,Won,1/28/2017,5/7/2017,3369
James Ascencio,GTX Plus Pro,J-Texon,Won,1/28/2017,5/20/2017,5259
Maureen Marcano,GTX Plus Basic,Y-corporation,Lost,1/28/2017,5/8/2017,0
Reed Clapper,MG Advanced,Bubba Gump,Lost,1/28/2017,3/30/2017,0
Anna Snelling,MG Special,Condax,Won,1/29/2017,5/25/2017,52
Boris Faz,GTX Plus Pro,Acme Corporation,Won,1/29/2017,5/11/2017,5772
Cassey Cress,GTXPro,Umbrella Corporation,Lost,1/29/2017,3/13/2017,0
Cecily Lampkin,MG Advanced,Domzoom,Won,1/29/2017,3/21/2017,3496
Elease Gluck,MG Advanced,Finjob,Won,1/29/2017,3/12/2017,3602
Garret Kinder,MG Special,Yearin,Won,1/29/2017,3/9/2017,57
Gladys Colclough,MG Special,Funholding,Won,1/29/2017,5/11/2017,51
Hayden Neloms,MG Advanced,Sonron,Won,1/29/2017,6/14/2017,3689
James Ascencio,GTX Plus Basic,Xx-holding,Won,1/29/2017,5/3/2017,1170
Jonathan Berthelot,GTX Basic,Rundofase,Lost,1/29/2017,3/6/2017,0
Jonathan Berthelot,GTXPro,Rangreen,Won,1/29/2017,5/6/2017,4736
Niesha Huffines,MG Special,Genco Pura Olive Oil Company,Lost,1/29/2017,5/5/2017,0
Versie Hillebrand,MG Special,Zumgoity,Lost,1/29/2017,5/22/2017,0
Vicki Laflamme,MG Special,Hatfan,Won,1/29/2017,5/25/2017,64
Vicki Laflamme,MG Special,J-Texon,Won,1/29/2017,6/5/2017,55
Vicki Laflamme,MG Advanced,Goodsilron,Won,1/29/2017,3/13/2017,2970
Cecily Lampkin,MG Special,Scottech,Lost,1/30/2017,5/19/2017,0
Corliss Cosme,GTXPro,Bubba Gump,Won,1/30/2017,5/13/2017,5035
Darcel Schlecht,GTXPro,Domzoom,Lost,1/30/2017,5/31/2017,0
Darcel Schlecht,GTXPro,Funholding,Won,1/30/2017,3/10/2017,4774
James Ascencio,GTX Plus Pro,Kan-code,Won,1/30/2017,5/16/2017,5390
Marty Freudenburg,GTX Plus Basic,Codehow,Won,1/30/2017,6/6/2017,1190
Moses Frase,GTX Plus Pro,Betatech,Won,1/30/2017,5/14/2017,5755
Rosalina Dieter,GTXPro,Scotfind,Won,1/30/2017,6/13/2017,4933
Versie Hillebrand,MG Advanced,Ron-tech,Won,1/30/2017,6/4/2017,3642
Vicki Laflamme,MG Special,Blackzim,Lost,1/30/2017,5/7/2017,0
Cassey Cress,MG Advanced,Kan-code,Won,1/31/2017,3/17/2017,2923
Darcel Schlecht,GTXPro,Zumgoity,Won,1/31/2017,3/10/2017,5035
Maureen Marcano,GTXPro,Zoomit,Lost,1/31/2017,5/26/2017,0
Versie Hillebrand,MG Special,dambase,Won,1/31/2017,5/20/2017,54
Versie Hillebrand,MG Special,Konmatfix,Won,1/31/2017,5/1/2017,54
Wilburn Farren,GTX Basic,Initech,Won,1/31/2017,5/26/2017,592
Darcel Schlecht,GTX Basic,Toughzap,Won,2/1/2017,5/16/2017,640
Darcel Schlecht,GTXPro,Dontechi,Won,2/1/2017,5/5/2017,5127
Darcel Schlecht,MG Advanced,Betatech,Won,2/1/2017,6/17/2017,3822
Gladys Colclough,MG Advanced,Dontechi,Lost,2/1/2017,6/17/2017,0
Kami Bicknell,MG Special,Blackzim,Lost,2/1/2017,6/13/2017,0
Lajuana Vencill,GTX Basic,Gogozoom,Won,2/1/2017,5/2/2017,574
Lajuana Vencill,MG Advanced,Codehow,Won,2/1/2017,6/18/2017,2525
Rosalina Dieter,GTK 500,Groovestreet,Won,2/1/2017,6/7/2017,30288
Vicki Laflamme,GTX Plus Pro,Goodsilron,Lost,2/1/2017,5/18/2017,0
Zane Levy,GTX Basic,Scotfind,Lost,2/1/2017,3/29/2017,0
Elease Gluck,GTK 500,Cheers,Lost,2/2/2017,5/9/2017,0
Elease Gluck,MG Special,Kan-code,Lost,2/2/2017,5/1/2017,0
Gladys Colclough,MG Advanced,Inity,Won,2/2/2017,5/14/2017,3581
Jonathan Berthelot,GTX Plus Basic,Warephase,Lost,2/2/2017,3/12/2017,0
Niesha Huffines,GTXPro,Conecom,Lost,2/2/2017,5/5/2017,0
Versie Hillebrand,MG Special,Finhigh,Won,2/2/2017,3/30/2017,54
Boris Faz,GTX Plus Basic,Konex,Won,2/3/2017,6/3/2017,1121
Cassey Cress,GTX Basic,Silis,Won,2/3/2017,6/4/2017,477
Corliss Cosme,GTX Basic,Condax,Won,2/3/2017,5/5/2017,515
Daniell Hammack,MG Special,Ganjaflex,Lost,2/3/2017,5/1/2017,0
Donn Cantrell,MG Advanced,Umbrella Corporation,Lost,2/3/2017,5/11/2017,0
Hayden Neloms,GTX Plus Basic,Goodsilron,Won,2/3/2017,6/20/2017,975
Hayden Neloms,MG Advanced,Sunnamplex,Won,2/3/2017,5/1/2017,3376
James Ascencio,GTX Basic,Fasehatice,Won,2/3/2017,3/12/2017,458
Jonathan Berthelot,GTX Basic,Globex Corporation,Lost,2/3/2017,5/16/2017,0
Kami Bicknell,GTX Basic,Golddex,Lost,2/3/2017,5/23/2017,0
Kami Bicknell,GTX Basic,Golddex,Won,2/3/2017,3/14/2017,622
Kami Bicknell,GTX Basic,Lexiqvolax,Won,2/3/2017,6/9/2017,441
Kary Hendrixson,GTXPro,Konex,Lost,2/3/2017,5/15/2017,0
Marty Freudenburg,GTX Basic,Ron-tech,Won,2/3/2017,5/21/2017,538
Maureen Marcano,GTX Plus Pro,Goodsilron,Won,2/3/2017,3/29/2017,4667
Niesha Huffines,GTX Plus Basic,Codehow,Won,2/3/2017,6/15/2017,1018
Reed Clapper,GTXPro,Bluth Company,Won,2/3/2017,5/9/2017,4671
Violet Mclelland,GTXPro,Bubba Gump,Won,2/3/2017,5/16/2017,4634
Zane Levy,GTX Plus Basic,J-Texon,Lost,2/3/2017,6/10/2017,0
Cecily Lampkin,MG Advanced,Warephase,Won,2/4/2017,5/9/2017,3470
Daniell Hammack,GTX Plus Basic,Silis,Lost,2/4/2017,5/18/2017,0
Donn Cantrell,GTX Plus Pro,Acme Corporation,Won,2/4/2017,5/30/2017,5366
Gladys Colclough,GTX Plus Basic,Rundofase,Lost,2/4/2017,5/26/2017,0
Kary Hendrixson,GTX Basic,Groovestreet,Won,2/4/2017,5/17/2017,582
Kary Hendrixson,GTX Basic,Sunnamplex,Won,2/4/2017,5/2/2017,583
Niesha Huffines,GTX Basic,dambase,Lost,2/4/2017,5/16/2017,0
Vicki Laflamme,GTX Plus Pro,Fasehatice,Won,2/4/2017,5/19/2017,6079
Zane Levy,GTX Plus Basic,Fasehatice,Lost,2/4/2017,5/7/2017,0
Zane Levy,GTX Plus Basic,Konex,Won,2/4/2017,6/2/2017,1068
Anna Snelling,MG Special,Cancity,Won,2/5/2017,5/4/2017,55
Cassey Cress,MG Advanced,Yearin,Lost,2/5/2017,5/2/2017,0
Cassey Cress,GTX Basic,Betasoloin,Won,2/5/2017,3/27/2017,493
Darcel Schlecht,GTX Plus Basic,Ron-tech,Lost,2/5/2017,6/20/2017,0
Darcel Schlecht,GTXPro,Condax,Won,2/5/2017,3/25/2017,5559
Elease Gluck,MG Advanced,Scotfind,Won,2/5/2017,5/9/2017,3351
Lajuana Vencill,GTX Basic,Isdom,Won,2/5/2017,5/13/2017,501
Moses Frase,MG Special,Inity,Lost,2/5/2017,5/8/2017,0
Reed Clapper,GTX Basic,Mathtouch,Won,2/5/2017,5/7/2017,532
Vicki Laflamme,MG Special,Sonron,Lost,2/5/2017,5/24/2017,0
Vicki Laflamme,MG Advanced,Green-Plus,Won,2/5/2017,5/4/2017,3103
Corliss Cosme,GTX Plus Pro,Gekko & Co,Won,2/6/2017,5/22/2017,5505
Kami Bicknell,GTX Plus Basic,Y-corporation,Lost,2/6/2017,5/22/2017,0
Moses Frase,GTX Plus Basic,Rangreen,Won,2/6/2017,5/15/2017,1068
Vicki Laflamme,MG Advanced,Cheers,Won,2/6/2017,5/4/2017,3357
Violet Mclelland,MG Special,Mathtouch,Lost,2/6/2017,5/6/2017,0
Zane Levy,GTX Basic,Sonron,Lost,2/6/2017,5/27/2017,0
Zane Levy,GTX Basic,Finjob,Won,2/6/2017,6/23/2017,532
Daniell Hammack,MG Advanced,Condax,Lost,2/7/2017,5/6/2017,0
Darcel Schlecht,GTX Plus Pro,Funholding,Won,2/7/2017,5/5/2017,5786
Hayden Neloms,GTX Plus Basic,Sonron,Lost,2/7/2017,5/11/2017,0
Jonathan Berthelot,GTX Plus Basic,Streethex,Won,2/7/2017,5/19/2017,1131
Kami Bicknell,GTX Plus Pro,Scotfind,Won,2/7/2017,5/15/2017,5401
Marty Freudenburg,GTX Plus Basic,Konmatfix,Won,2/7/2017,3/28/2017,1062
Reed Clapper,MG Advanced,Zotware,Won,2/7/2017,3/23/2017,3695
Rosie Papadopoulos,MG Special,Condax,Lost,2/7/2017,6/4/2017,0
Versie Hillebrand,MG Special,Finhigh,Won,2/7/2017,6/3/2017,60
Vicki Laflamme,GTXPro,Groovestreet,Lost,2/7/2017,5/28/2017,0
Vicki Laflamme,MG Advanced,Singletechno,Won,2/7/2017,6/13/2017,2919
Cassey Cress,GTX Basic,Plussunin,Won,2/8/2017,5/1/2017,623
Corliss Cosme,MG Special,Umbrella Corporation,Lost,2/8/2017,3/31/2017,0
Darcel Schlecht,MG Advanced,Scottech,Lost,2/8/2017,5/4/2017,0
James Ascencio,MG Special,Scotfind,Won,2/8/2017,5/4/2017,49
Jonathan Berthelot,GTX Basic,Stanredtax,Lost,2/8/2017,5/24/2017,0
Jonathan Berthelot,GTX Basic,Codehow,Won,2/8/2017,5/4/2017,612
Kami Bicknell,GTX Basic,Hottechi,Won,2/8/2017,3/18/2017,534
Kami Bicknell,GTX Plus Basic,Condax,Won,2/8/2017,6/7/2017,1103
Lajuana Vencill,GTX Basic,Conecom,Won,2/8/2017,5/10/2017,582
Marty Freudenburg,MG Advanced,Condax,Lost,2/8/2017,5/13/2017,0
Marty Freudenburg,GTX Plus Pro,Cancity,Won,2/8/2017,5/4/2017,6292
Niesha Huffines,MG Special,Funholding,Lost,2/8/2017,6/25/2017,0
Rosalina Dieter,MG Special,Groovestreet,Won,2/8/2017,5/24/2017,63
Versie Hillebrand,MG Advanced,Globex Corporation,Won,2/8/2017,5/13/2017,3522
Vicki Laflamme,MG Special,Konex,Lost,2/8/2017,5/29/2017,0
Vicki Laflamme,GTX Basic,Plexzap,Won,2/8/2017,5/4/2017,532
Violet Mclelland,MG Special,Iselectrics,Lost,2/8/2017,5/4/2017,0
Wilburn Farren,MG Advanced,Kinnamplus,Won,2/8/2017,5/22/2017,3645
Zane Levy,GTXPro,Y-corporation,Lost,2/8/2017,5/10/2017,0
Anna Snelling,GTX Plus Pro,Gogozoom,Won,2/9/2017,3/1/2017,4760
Corliss Cosme,GTX Basic,Betasoloin,Won,2/9/2017,5/25/2017,603
Daniell Hammack,GTX Basic,Bioplex,Lost,2/9/2017,5/22/2017,0
Daniell Hammack,MG Advanced,Yearin,Won,2/9/2017,3/2/2017,3249
Darcel Schlecht,GTXPro,Dontechi,Lost,2/9/2017,3/17/2017,0
Darcel Schlecht,GTXPro,Statholdings,Lost,2/9/2017,5/18/2017,0
Darcel Schlecht,GTXPro,Zumgoity,Lost,2/9/2017,5/9/2017,0
Donn Cantrell,GTX Plus Pro,Acme Corporation,Won,2/9/2017,6/11/2017,5724
Hayden Neloms,GTX Plus Basic,Groovestreet,Lost,2/9/2017,5/2/2017,0
Hayden Neloms,GTX Plus Basic,Plexzap,Lost,2/9/2017,5/11/2017,0
Kary Hendrixson,GTX Basic,Faxquote,Won,2/9/2017,5/2/2017,516
Marty Freudenburg,GTX Plus Basic,Rangreen,Won,2/9/2017,5/27/2017,1050
Maureen Marcano,GTX Plus Pro,Plexzap,Won,2/9/2017,5/23/2017,4519
Niesha Huffines,GTX Basic,Funholding,Lost,2/9/2017,5/25/2017,0
Niesha Huffines,GTX Basic,Dontechi,Won,2/9/2017,6/5/2017,672
Reed Clapper,GTX Plus Basic,Mathtouch,Won,2/9/2017,3/20/2017,896
